"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.003","0.003","-91.361","-91.361","SAE","","","s_W95 20 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.53","3.05","","14.24","","","","11.3","11.09","6.26","0.19","","0.5","3.16","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","352","","","","","","74","93","24","","","","","6","388","32","218","17","","","","","","","","","","","","","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224216",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.0032","0.0032","-91.3612","-91.3612","SAE","","","s_W95 21 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.69","3.31","","13.96","","","","12.38","10.6","5.97","0.2","","0.54","3.24","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","390","","","","","","112","103","25","","","","","5","389","36","238","17","","","","","","","","","","","","","118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224217",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.003","0.003","-91.361","-91.361","SAE","","","s_W95 22 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.52","2.77","","13.92","","","","11.06","11.92","6.6","0.19","","0.4","2.95","0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","","378","","","","","","153","87","20","","","","","4","317","33","180","13","","","","","","","","","","","","","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224218",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.003","0.003","-91.361","-91.361","SAE","","","s_W95 23 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.23","2.34","","17.15","","","","9.21","12.18","6.21","0.14","","0.3","2.42","0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","272","","","","","","82","70","19","","","","","3","382","23","154","11","","","","","","","","","","","","","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224219",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.006","0.006","-91.359","-91.359","SAE","","","s_W95 24 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.97","2.9","","16.96","","","","10.39","11.38","4.9","0.17","","0.49","3.18","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","334","","","","","","89","89","20","","","","","6","415","32","211","15","","","","","","","","","","","","","108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224220",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.008","0.008","-91.357","-91.357","SAE","","","s_W95 25 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","49.36","2.52","","16.58","","","","9.9","12.05","6.07","0.16","","0.38","2.91","0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","316","","","","","","98","78","22","","","","","5","390","28","173","14","","","","","","","","","","","","","89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.513032","","","0.70277","","18.868","","15.557","","38.423","","","","","","","","","","","","","","","224221",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.008","0.008","-91.3573","-91.3573","SAE","","","s_W95 26 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.63","2.96","","14.68","","","","11.81","11.35","6.18","0.19","","0.43","3.02","0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","361","","","","","","130","98","22","","","","","5","370","30","192","15","","","","","","","","","","","","","112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224222",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.008","0.008","-91.357","-91.357","SAE","","","s_W95 27 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","49.21","3.3","","14.22","","","","11.58","10.88","6.11","0.19","","0.52","3.25","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","378","","","","","","121","99","22","","","","","6","371","36","231","17","","","","","","","","","","","","","106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224223",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.0086","0.0086","-91.3568","-91.3568","SAE","","","s_W95 28 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","49.15","3.16","","14.34","","","","11.88","11.03","6.23","0.19","","0.5","3.22","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","364","","","","","","108","99","19","","","","","5","379","34","222","16","","","","","","","","","","","","","106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224224",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.012","0.012","-91.3539","-91.3539","SAE","","","s_W95 29 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","49.31","2.94","","16.77","","","","10.33","11.48","5.26","0.17","","0.49","3.16","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","","316","","","","","","94","128","24","","","","","5","410","32","214","16","","","","","","","","","","","","","96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224225",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.012","0.012","-91.3539","-91.3539","SAE","","","s_W95 30 [8493]","BASALT [8493]","","","","","","","1982","","VOL","","","","","WR [8493] ","48.75","2.73","","15.51","","","","10.45","11.84","6.26","0.17","","0.44","3.01","0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","","324","","","","","","102","86","20","","","","","5","390","30","188","15","","","","","","","","","","","","","94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224226",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.0057","0.0057","-91.3657","-91.3657","SAE","","","s_W95 31 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.77","3.02","","14.25","","","","12.01","11.17","6.36","0.19","","0.52","3.07","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","359","","","","","","101","98","23","","","","","5","386","31","208","18","","","","","","","","","","","","","107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224227",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.0025","0.0025","-91.3665","-91.3665","SAE","","","s_W95 32 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.87","2.71","","16.24","","","","9.65","11.62","5.72","0.17","","0.46","3.1","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","","319","","","","","","111","92","21","","","","","5","407","31","202","16","","","","","","","","","","","","","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224228",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.003","0.003","-91.367","-91.367","SAE","","","s_W95 33 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","49","2.86","","15.42","","","","10.58","11.84","6.56","0.18","","0.41","2.95","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","","335","","","","","","113","91","19","","","","","4","364","32","194","14","","","","","","","","","","","","","82","13.9","35.4","5.3","25.5","6.72","2.23","7.17","1.12","6.38","1.23","3.21","0.44","2.67","0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224229",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.003","0.003","-91.367","-91.367","SAE","","","s_W95 34 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","49.23","3.21","","14.25","","","","11.98","10.65","5.95","0.19","","0.56","3.35","0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","380","","","","","","104","105","24","","","","","7","373","38","252","19","","","","","","","","","","","","","105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224230",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.003","0.003","-91.367","-91.367","SAE","","","s_W95 35 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.85","3.12","","14.15","","","","12.08","10.76","6.02","0.19","","0.54","3.25","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","361","","","","","","84","100","23","","","","","4","373","37","236","18","","","","","","","","","","","","","108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224231",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.003","0.003","-91.366","-91.366","SAE","","","s_W95 36 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.31","3.13","","14.14","","","","11.51","10.77","6","0.19","","0.52","3.21","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","362","","","","","","79","98","19","","","","","6","384","35","233","16","","","","","","","","","","","","","107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224232",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.003","0.003","-91.366","-91.366","SAE","","","s_W95 37 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.55","3.23","","14.33","","","","11.85","10.72","6","0.19","","0.55","3.4","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","373","","","","","","76","100","21","","","","","7","388","36","235","19","","","","","","","","","","","","","121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224233",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.003","0.003","-91.366","-91.366","SAE","","","s_W95 38 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.96","3.06","","14.56","","","","11.69","11.13","6.39","0.18","","0.49","3.27","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","367","","","","","","109","93","24","","","","","5","387","32","213","17","","","","","","","","","","","","","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224234",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.0084","0.0084","-91.3607","-91.3607","SAE","","","s_W95 39 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.52","3.71","","13.95","","","","13.18","9.76","5.16","0.21","","0.64","3.57","0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","395","","","","","","95","111","24","","","","","7","379","42","279","23","","","","","","","","","","","","","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224235",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.0084","0.0084","-91.3607","-91.3607","SAE","","","s_W95 40 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","46.13","3.18","","13.55","","","","11.39","10.38","5.69","0.19","","0.54","3.04","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","376","","","","","","113","100","23","","","","","7","387","35","231","19","","","","","","","","","","","","","81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224236",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.0097","0.0097","-91.3618","-91.3618","SAE","","","s_W95 41 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.89","3.02","","14.31","","","","11.99","11.2","6.4","0.19","","0.51","3.03","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","","360","","","","","","97","96","21","","","","","6","388","31","207","17","","","","","","","","","","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224237",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.0172","0.0172","-91.3642","-91.3642","SAE","","","s_W95 42 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","49.09","3.15","","14.28","","","","11.76","10.41","5.71","0.19","","0.66","3.29","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","","355","","","","","","104","105","25","","","","","6","382","39","265","21","","","","","","","","","","","","","110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224238",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.017","0.017","-91.364","-91.364","SAE","","","s_W95 43 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.96","3.35","","13.98","","","","12.11","10.69","5.78","0.19","","0.57","3.16","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","374","","","","","","116","102","26","","","","","4","353","37","238","19","","","","","","","","","","","","","96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224239",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.017","0.017","-91.364","-91.364","SAE","","","s_W95 44 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.86","2.81","","15.57","","","","10.82","11.59","6.12","0.17","","0.42","3.01","0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","312","","","","","","113","93","21","","","","","3","356","34","201","15","","","","","","","","","","","","","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224240",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.0167","0.0167","-91.3648","-91.3648","SAE","","","s_W95 45 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","49.75","3.48","","13.92","","","","12.3","9.36","5.04","0.21","","0.81","3.55","0.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","352","","","","","","93","121","27","","","","","10","349","58","385","29","","","","","","","","","","","","","151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224241",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.0167","0.0167","-91.3648","-91.3648","SAE","","","s_W95 46 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.33","3.1","","14.25","","","","11.32","11.07","6.02","0.19","","0.45","2.88","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","339","","","","","","105","98","24","","","","","3","361","36","223","17","","","","","","","","","","","","","102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224242",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.016","0.016","-91.365","-91.365","SAE","","","s_W95 47 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.63","3.21","","14.32","","","","11.68","10.96","6.06","0.18","","0.47","3.02","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","340","","","","","","101","94","21","","","","","4","370","35","229","16","","","","","","","","","","","","","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224243",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.0163","0.0163","-91.3656","-91.3656","SAE","","","s_W95 48 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.02","3.02","","14.22","","","","11.45","11.22","6.48","0.19","","0.44","3.06","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","","323","","","","","","86","97","21","","","","","5","372","33","215","15","","","","","","","","","","","","","97","27.4","70","10.3","48.3","12.2","3.69","12.7","1.93","11.01","2.12","5.57","0.75","4.67","0.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224244",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","0.016","0.016","-91.366","-91.366","SAE","","","s_W95 49 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48","3.19","","14.08","","","","12.01","10.84","6.04","0.19","","0.47","3.19","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","348","","","","","","114","95","22","","","","","3","355","37","228","17","","","","","","","","","","","","","97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224245",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","-0.0416","-0.0416","-91.3885","-91.3885","SAE","","","s_W95 50 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.16","3.03","","14.05","","","","12.08","11.04","6.19","0.19","","0.51","3.03","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","359","","","","","","106","97","24","","","","","5","388","31","209","18","","","","","","","","","","","","","123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224246",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","-0.042","-0.042","-91.3885","-91.3885","SAE","","","s_W95 51 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","49.04","3.41","","13.98","","","","12.1","10.35","5.68","0.19","","0.63","3.27","0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","378","","","","","","117","105","24","","","","","6","381","38","247","21","","","","","","","","","","","","","123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224247",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","-0.042","-0.042","-91.3885","-91.3885","SAE","","","s_W95 52 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.59","2.61","","16.14","","","","10.01","11.91","6.07","0.16","","0.45","2.88","0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","312","","","","","","115","82","21","","","","","6","396","28","187","14","","","","","","","","","","","","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224248",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","-0.0633","-0.0633","-91.4083","-91.4083","SAE","","","s_W95 53 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","49.13","3.11","","14.35","","","","11.81","11.02","6.18","0.19","","0.49","2.93","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","362","","","","","","121","101","26","","","","","4","379","33","220","17","","","","","","","","","","","","","101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224249",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","-0.05","-0.05","-91.41","-91.41","SAE","","","s_W95 54 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.67","3.25","","14.28","","","","11.86","10.56","5.95","0.19","","0.57","3.2","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","373","","","","","","96","99","23","","","","","7","373","37","241","20","","","","","","","","","","","","","113","18.5","46.2","6.7","31.3","7.88","2.53","8.16","1.27","7.14","1.38","3.62","0.5","3.04","0.46","","","","","","","","","","","","","","","0.513023","","","0.70274","","18.889","","15.541","","38.373","","","","","","","","","","","","","","","224250",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","-0.051","-0.051","-91.39","-91.39","SAE","","","s_W95 55 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","47.86","3.48","","13.85","","","","12.41","10.3","5.54","0.2","","0.58","3.26","0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","","399","","","","","","126","107","25","","","","","5","377","39","254","20","","","","","","","","","","","","","131","20.1","50.1","7.3","34","8.57","2.78","8.91","1.37","7.71","1.48","3.89","0.54","3.22","0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224251",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","-0.051","-0.051","-91.38","-91.38","SAE","","","s_W95 56 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.48","3.1","","14.44","","","","11.85","11.02","6.27","0.19","","0.49","3.09","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","363","","","","","","123","94","24","","","","","5","380","33","220","17","","","","","","","","","","","","","105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224252",
"[8493]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO","","-0.052","-0.052","-91.37","-91.37","SAE","","","s_W95 57 [8493]","BASALT [8493]","","","","","","","","","VOL","","","","","WR [8493] ","48.32","3.43","","13.82","","","","12.17","10.13","5.6","0.2","","0.59","3.29","0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","395","","","","","","92","104","25","","","","","6","363","38","252","20","","","","","","","","","","","","","121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224253",
